title,country,release_year,genre,description,Streaming Service
The Beatles: Eight Days a Week - The Touring Years,"United States, United Kingdom",2016,"Documentaries, Music","Academy Award-winner Ron Howard’s highly anticipated documentary feature film about The Beatles’ phenomenal early career and the incredible, profound impact the band imparted upon the music industry and the world. The film explores how John Lennon, Paul McCartney, George Harrison and Ringo Starr came together to become this extraordinary phenomenon, “The Beatles.” Delving into their inner workings – how they made decisions, created their music and built their collective career together – all the while, exploring The Beatles’ extraordinary and unique musical gifts, their remarkable personalities and the insurmountable bond between them. Featuring rare and exclusive footage, the film is a musical experience that will transport audiences.",hulu
My Mad Fat Diary,United Kingdom,2013,"Comedy, Drama, International","My Fat, Mad Teenage Diary takes a warm, hilarious and honest look at teenage life from the perspective of an overweight sixteen-year-old girl in mid 90s Lincolnshire.",hulu
Tears to Tiara,Japan,2009,"Anime, International, Romance","In a strange dark age, the Divine Empire’s path of conquest seems unstoppable, endlessly devouring its weaker neighbors in a brutal cycle of subjugation and pillage. But when a savage priest makes a critical mistake while attempting to resurrect a Demon Lord, the scales of fate begin to tip in the other direction! Choosing to side instead with the priest’s intended sacrifice, the Gaelic Priestess Riannon, the resurrected Lord Arawn joins with Riannon and her brother Arthur, as together they begin to assemble the force that will bring the Divine Empire to its knees! Wizards, archers, sword masters and even pixies take arms as the ancient Celtic, Gaelic, British and Roman myths of Albion receive a spectacular new animated interpretation in TEARS TO TIARA!",hulu
Deutschland 83,Germany,2015,"Action, Adventure, Drama","Deutschland 83 follows Martin Rauch, a young spy caught between two worlds, who is sent by the East German Intelligence Service (the HVA) to discover NATO’s military intentions. Set against a backdrop of fervent political feeling and the threat of nuclear war, Martin must leave everything he knows for a new life undercover in the West. But nothing and no one is as they seem. Every friend is a potential enemy; every enemy a possible asset. And the stakes couldn’t be higher. Deutschland 83 is the first German-language series to be broadcast on an  American network – with wall-to-wall critical acclaim from the US press.",hulu
(Sub) K MISSING KINGS,Japan,2014,"Action, Adventure, Anime","Ever since the School Island Incident, in which the four Kings were involved, the Silver Clansman, Kuroh Yatogami and Neko were on their search for their master Shiro.",hulu
The Colony,"Canada, United States",2013,"Action, Adventure, Horror","Years ago, winter came and left. Survivors have tried to build a new society underground, but they soon learn the real danger is not from the ice and cold, but from their fellow survivors.",hulu
The Other Man,"United Kingdom, United States",2008,"Drama, Mystery, Thriller","A taut thriller, The Other Man is an intimate tale of a man who discovers his wife's infidelity and sets out to track down his rival. Driven to pursue the mystery surrounding his wife’s adultery, Liam Neeson embarks on a global pursuit with a haunted passion that begins to probe the nature not simply of jealousy, but of loss and forgiveness. The film is beautifully shot on location in Milan and Lake Como as well as in London and Ely by renowned cinematographer Harris Zambarloukos (Mama Mia!, Heart in the Sand.)",hulu
The Resident,"United Kingdom, United States",2012,"Drama, Horror, Thriller","Juliet, has found the perfect New York apartment to start a new life after separating from her husband. It's got spacious rooms, and a handsome landlord. But there are secrets behind every wall as Juliet gets the feeling that she is not alone.",hulu
Girls Just Want to Have Fun,United States,1985,"Comedy, Music, Teen","Sarah Jessica Parker, Helen Hunt and Shannen Doherty star in the outrageous '80s comedy hit that's totally packed with outrageous '80s fashions, music, dance moves, and more!",hulu
Ron White: A Little Unprofessional,United States,2012,"Comedy, Stand Up","Ron White delivers more than an hour of all new material with his signature, irreverent storytelling style and the best comedic timing in the business.",hulu
The Wrong Mans,United Kingdom,2013,"Action, Adventure, Comedy","Lowly office workers Sam (Matthew Baynton) and Phil (James Corden) have a knack for being in the wrong place at the wrong time. From being dragged into a deadly criminal conspiracy after answering someone else’s phone to being thrown into witness protection in Texas, ‘The Wrong Mans’ is chock-full of plot twists and bold new enemies at every turn.",hulu
The Hotwives of Orlando,United States,2014,"Comedy, Sitcom",The reality genre parody examines the glamorous lives of six housewives living in Orlando.,hulu
A Boy Named Charlie Brown,United States,1969,"Comedy, Family, Kids","Charlie Brown, Snoopy and the Peanuts gang in their feature film debut! Charlie has a chance to win the respect of his friends when he enters a school spelling bee and winds up in the big city for the finals.",hulu
A Very Brady Christmas,United States,1988,"Comedy, Family","Deck the halls with love and laughter as the Brady Bunch comes home for Christmas! Mike, Carol and the whole gang are back, in a warm and wonderful two hour special featuring all of the characters from the popular series - plus their new families.",hulu
Dr. Seuss: Dr. Seuss on the Loose,United States,1973,"Family, Kids","Dr. Seuss on the Loose, a trilogy of allegorical classics by the world's best-known author of books for children: The Sneetches, The Zax and Green Eggs and Ham comprises the newest half-hour animated cartoon special written by Theodor Geisel.",hulu
Dr. Seuss: The Cat in the Hat,United States,1971,"Family, Kids",Two children left home alone for a short while one afternoon are visited by a very interesting yet troublesome cat wearing a tall striped hat. The cat succeeds in creating a huge mess in their house - can they get it cleaned up before Mom gets home?,hulu
Sabrina Down Under,United States,1999,"Comedy, Family, Teen","Sabrina aspires to learn about marine biology; when she discovers that the island's marine mammals are falling ill, including a handsome merman and his mermaid sister, she takes up an ecological cause on behalf of all of the inhabitants of the sea.",hulu
Snoopy Come Home,United States,1972,"Comedy, Family, Kids","This charming Peanuts feature centers around the world's most independent pooch. Snoopy leaves Charlie Brown to visit his former owner Lila in the hospital, then returns with her to her apartment house.",hulu
Dr. Seuss: The Lorax,United States,1972,"Family, Kids",A ruined industrialist tells his tale of his environmentally self-destructive greed despite the warnings of an old forest creature.,hulu
All Saints (1998),Australia,1998,"Drama, International",All Saints is an Australian medical drama focused on the nursing staff of Ward 17.,hulu
Getting On,United Kingdom,2009,"Comedy, International, Sitcom","Care for the elderly is the least glamorous area of the medical service. But in this comedy of characters, they are doing the best they can in a place where difficult choices are the order of the day.",hulu
(Sub) Ninja Scroll,Japan,1993,"Action, Adult Animation, Adventure","When Jubei saves a young ninja woman from the unthinkable, he assumes that’s the end of it. To his surprise, it’s only just the beginning.",hulu
